"Project_name","Tromso_herbarium_code","BOLD_code","Species","Family","NCBI_TaxonID","NCBI_corrected_TaxonID","NCBI_TaxonID_note","Collection_date","Collection_month","Sample_collector","Sampling_location","Sampling_latitude","Sampling_longitude","Sample_age_when_extracted","Weight_of_extracted_material","Extraction_concentration_(ng/uL)","library","read_count","Chloroplast_length","Chloroplast_contigs","Chloroplast_coverage","nrDNA_length","nrDNA_contigs","nrDNA_coverage","CORRECTION","CORRECTION_COMMENT"
"batch01","TROM_V_133849","NNOR1982-16","Polygonum norvegicum","Polygonaceae",701400,701400,,2009-09-21,"September","Osterkloft, Bernt-Gunnar","Norway, Bodo, Nordland, Gravodden.",67.3279,14.4843,7,0.0221,5,"BMB:EP",4101122,132647,6,86.2,7752,1,92.7,0,
"batch01","TROM_V_133882","PNOR279-16","Hieracium laevigatum","Asteraceae",310818,310818,,2009-09-28,"September","Osterkloft, Bernt-Gunnar","Norway, Bodo, Nordland, Bodo hovedflystasjon.",67.2548,14.3127,8,0.019,59.2,"BXA:AHL",9425214,128244,5,20.5,9175,1,259.6,0,
"batch01","TROM_V_133883","PNOR280-16","Hieracium caesium","Asteraceae",546187,546187,,2009-09-28,"September","Osterkloft, Bernt-Gunnar","Norway, Bodo, Nordland, Bodo hovedflystasjon.",67.2548,14.3127,8,0.0313,27.5,"BXA:AIQ",7763956,128135,5,16.5,"NA","NA","NA",0,
"batch01","TROM_V_964935","PNOR027-16","Sonchus oleraceus","Asteraceae",50207,50207,,2009-11-02,"November","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Harstadasen, Kaarbojordet, ved Sosterstien.",68.7987,16.5277,9,0.018,7.6,"BXA:AVG",8220382,151852,1,275.1,"NA","NA","NA",0,
"batch01","TROM_V_202315","PNOR475-16","Myrica gale","Myricaceae",29739,29739,,2010-05-12,"May","Osterkloft, Bernt-Gunnar","Norway, Bodo, Nordland, Vagan, Koloyra.",67.2963,14.8558,8,0.0173,7.63,"BXA:AVH",10341808,160132,1,372,"NA","NA","NA",0,
"batch01","TROM_V_965822","PNOR1576-18","Petasites albus","Asteraceae",904458,904458,,2010-06-14,"June","Alm, Torbjorn","Norway, Tromso, Troms, Tromsoya: naer sorenden, nedenfor det gamle akvariet.",69.6342,18.9041,8,0.0205,50.2,"BXA:CIN",6715890,150711,1,69.4,"NA","NA","NA",0,
"batch01","TROM_V_202912","PNOR421-16","Poa pratensis","Poaceae",4545,4545,,2010-06-24,"June","Skoglund, Trond","Norway, Meloy, Nordland, Bjaerangsfjorden: Kjelddal.",66.7702,13.6676,8,0.0188,17.17,"BXA:BKH",9486012,114931,10,17.1,"NA","NA","NA",0,
"batch01","TROM_V_965862","PNOR116-16","Cotoneaster lucidus","Rosaceae",1143221,1143221,,2010-06-26,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Samaasen, ved Tarnveien.",68.8091,16.5361,8,0.0292,9.14,"BXA:AVT",7836710,160457,1,164.2,"NA","NA","NA",0,
"batch01","TROM_V_965849","PNOR098-16","Rheum rhabarbarum","Polygonaceae",3621,3621,,2010-06-26,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Trondenes, ovenfor Strabakken der stien til Hagavannet tar av.",68.8164,16.5454,8,0.0193,63.8,"BXA:BBT",11342194,130628,4,44.6,"NA","NA","NA",0,
"batch01","TROM_V_965878","PNOR125-16","Lonicera involucrata","Caprifoliaceae",134521,134521,,2010-06-26,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Trondenes, ved Bynndalsveien, pa ostsiden.",68.8127,16.5388,8,0.0193,5.78,"BXA:BVR",10036944,153986,1,2061.2,"NA","NA","NA",0,
"batch01","TROM_V_965897","PNOR582-16","Doronicum columnae","Asteraceae",118758,118758,,2010-06-26,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Harstadskaret, ved Skarveien.",68.7959,16.5187,7,0.0289,29.4,"BXA:AFP",8091168,152773,1,98.7,7525,1,228.2,0,
"batch01","TROM_V_965896","NNOR1991-16","Betula pubescens","Betulaceae",38787,38787,,2010-06-26,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Trondenes, naer vestenden av Laugen.",68.8212,16.5517,6,0.0337,37.3,"BMB:LB",12040222,131712,13,193.3,7232,1,848.7,0,
"batch01","TROM_V_965866","PNOR099-16","Rosa rugosa","Rosaceae",74645,74645,,2010-06-27,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Kanebogen, mellom Damveien og Kanebogelva ved trafostasjonen.",68.7709,16.5441,8,0.0322,47.2,"BXA:BCQ",15263766,132308,11,147,"NA","NA","NA",0,
"batch01","TROM_V_965846","PNOR097-16","Populus balsamifera","Salicaceae",73824,73824,,2010-06-27,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Harstad, ved Gamle Kirkevei 3.",68.792,16.5287,7,0.0441,14.4,"BXA:BDN",10985836,156969,1,1604.4,7579,1,1644.9,0,
"batch01","TROM_V_965868","PNOR108-16","Sorbaria sorbifolia","Rosaceae",141005,141005,,2010-06-27,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Kanebogen, mellom Damveien og Kanebogelva ved trafostasjonen.",68.771,16.5443,7,0.0184,28.6,"BXA:BFM",10341778,133290,5,477.1,7218,1,533.7,0,
"batch01","TROM_V_965858","PNOR1650-18","Saxifraga rosacea","Saxifragaceae",134792,134792,,2010-06-27,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Hinnoya: Kanbeogen, mellom Damveien og Kanebogelva ved trafostasjonen.",68.771,16.5443,7,0.0225,6.6,"BXA:BQQ",8451454,149938,1,366.8,6985,1,339,0,
"batch01","TROM_V_202414","PNOR778-16","Astragalus alpinus var. arcticus","Fabaceae",1891455,20403,"Used the TaxonID from Astragalus alpinus",2010-07-05,"July","Osterkloft, Bernt-Gunnar","Norway, Lebesby, Finnmark, Luoppal, ved RV98.",8.3161,29.5748,7,0.0163,22.3,"BXA:BIA",10022856,123030,1,1167.7,7213,1,1413.9,1,"Requested taxonID not active"
"batch01","TROM_V_202342","PNOR777-16","Hieracium sect. vulgata","Asteraceae",1892835,102745,"Used the TaxonID for Hieracium",2010-07-10,"July","Osterkloft, Bernt-Gunnar","Norway, Bodo, Nordland, Mulstranda.",67.4063,14.6658,7,0.0197,27.8,"BXA:AHQ",9410056,128220,2,41.8,6777,1,376.7,1,"Requested taxonID not active"
"batch01","TROM_V_965917","PNOR572-16","Campanula latifolia","Campanulaceae",239410,239410,,2010-07-16,"July","Alm, Torbjorn; Gamst, Unni Bjerke","Norway, Harstad, Troms, Bjarkoya: mellom Sor-Leirvag og Nord-Leirvag.",69.0121,16.4722,7,0.0286,68.8,"BXA:BHS",18918652,"NA","NA","NA",8555,1,732.3,0,
"batch01","TROM_V_351093","PNOR1072-17","Cochlearia groenlandica","Brassicaceae",669661,669661,,2010-07-21,"July","Elven, Reidar; Alsos, Inger Greve; Brysting, Anne Krag; Eidesen, Pernille B.","Norway, Ny-Friesland, Svalbard, Wijdefjorden SE: Ringhorndalen SW: vic. of Governors hut.",79.3038,15.9605,7,0.0206,20.8,"BXA:CDK",6762018,"NA","NA","NA",9740,1,1306.8,0,
"batch01","TROM_V_351208","PNOR1073-17","Minuartia biflora","Caryophyllaceae",345293,345293,,2010-07-22,"July","Elven, Reidar; Alsos, Inger Greve; Brysting, Anne Krag; Eidesen, Pernille B.","Norway, Ny-Friesland, Svalbard, Wijdefjorden SE: Heimdalshallet between Ringhorndal and Flatoyrdal.",79.2926,15.9667,8,0.041,95,"CDM:AMR",9224902,141086,1,129.9,7562,1,328.7,0,
"batch01","TROM_V_134663","PNOR435-16","Polygala vulgaris","Polygalaceae",174553,174553,,2010-07-22,"July","Skoglund, Trond; Simones, Jorunn; Borch, Liv-ase","Norway, Gildeskal, Nordland, Sandhornoya: Horsdal, like vest for fergeleiet.",67.0913,14.0429,8,0.0224,51.8,"BXA:BDK",10686988,164686,1,174.9,"NA","NA","NA",0,
"batch01","TROM_V_202725","PNOR306-16","Agrostis gigantea","Poaceae",345916,345916,,2010-07-22,"July","Isachsen, Anne Marit; Norum, Lars; osterkloft, Bernt-Gunnar","Norway, Bodo, Nordland, Valnes, Tommerasen.",67.1895,14.4425,7,0.0223,102,"BXA:ARQ",8390644,67175,15,11.3,6477,1,117.4,0,
"batch01","TROM_V_134574","NNOR1833-15","Urtica dioica subsp. sondenii","Urticaceae",1435578,1435578,,2010-07-22,"July","Nettelbladt, Mats G.; Isachsen, Live; Andersen, Heidi Moen","Norway, Bodo, Nordland, Godoya, bedehuset.",67.2384,14.6989,6,0.0232,28.5,"BMB:BE",8883908,147231,1,357.4,9424,1,288.6,0,
"batch01","TROM_V_134671","NNOR2082-16","Eleocharis quinqueflora","Cyperaceae",46325,46325,,2010-07-22,"July","Skoglund, Trond; Simones, Jorunn; Borch, Liv-ase","Norway, Gildeskal, Nordland, Sandhornoya: Horsdal V, Oldervika.",67.0886,14.028,6,0.0238,12,"BMB:HQ",8415576,"NA","NA","NA",7265,1,779.2,0,
"batch01","TROM_V_134577","PNOR750-16","Ribes spicatum subsp. spicatum","Grossulariaceae",1891586,135520,"Used the TaxonID from R. spicatum",2010-07-22,"July","Nettelbladt, Mats G.; Isachsen, Live; Andersen, Heidi Moen","Norway, Bodo, Nordland, Godoya, bedehuset.",67.2384,14.6989,8,0.0208,12.8,"BXA:BCE",12186580,157832,1,297,"NA","NA","NA",1,"Requested taxonID not active"
"batch01","TROM_V_135598","PNOR1358-18","Carex ornithopoda","Cyperaceae",241222,241222,,2010-07-23,"July","Gabrielsen, Ingvild; Edvardsen, Finn A.; Jakobsen, Kristine Liarbo; Swensen, Kjersti","Norway, Sor for Vikan, Skanland NR.",67.1778,14.3985,8,0.0199,21.2,"CDM:ASU",5431852,"NA","NA","NA",7011,1,358.8,0,
"batch01","TROM_V_134534","PNOR1639-18","Salix caprea","Salicaceae",172267,172267,,2010-07-23,"July","Nettelbladt, Mats G.; Isachsen, Live; Andersen, Heidi Moen","Norway, Beiarn, Nordland, Saurvatnet, sorenden.",67.0996,14.3421,8,0.0232,18.6,"CDM:ALW",9278790,155464,1,295,10409,1,724.2,0,
"batch01","TROM_V_134637","PNOR1508-18","Juncus balticus","Juncaceae",223655,223655,,2010-07-23,"July","Nettelbladt, Mats G.; Isachsen, Live; Andersen, Heidi Moen","Norway, Kvannskaret mot Saurvatnet.",67.1006,14.3377,8,0.0594,6.92,"CDM:AOM",10630820,"NA","NA","NA",8320,1,906.6,0,
"batch01","TROM_V_351084","PNOR1071-17","Cerastium regelii","Caryophyllaceae",271559,271559,,2010-07-23,"July","Elven, Reidar; Alsos, Inger Greve; Brysting, Anne Krag; Eidesen, Pernille B.","Norway, Ny-Friesland, Svalbard, Wijdefjorden SE: Ringhorndalen S side, mire E of Governors hut.",79.3033,15.9467,7,0.0232,120,"BXA:CJR",12248940,147948,1,257.8,8298,1,751.2,0,
"batch01","TROM_V_134647","NNOR2071-16","Juncus triglumis","Juncaceae",223682,223682,,2010-07-23,"July","Nettelbladt, Mats G.; Isachsen, Live; Andersen, Heidi Moen","Norway, Beiarn, Nordland, Saurvatnet, sorenden.",67.1014,14.342,6,0.0257,31,"BMB:HA",12031736,"NA","NA","NA",7224,1,866.9,0,
"batch01","TROM_V_134535","NNOR1832-15","Salix hastata subsp. hastata","Salicaceae",1623473,75710,"Used the TaxonID from S. hastata",2010-07-23,"July","Nettelbladt, Mats G.; Isachsen, Live; Andersen, Heidi Moen","Norway, Beiarn, Nordland, Saurvatnet, sorenden.",67.0907,14.3423,6,0.0222,33,"BMB:CN",6175092,155597,1,134.9,9089,1,800.8,1,"Requested taxonID not active"
"batch01","TROM_V_134645","PNOR751-16","Ranunculus subborealis subsp. pumilus","Ranunculaceae",1891585,669799,"Used the TaxonID from Ranunculus subborealis",2010-07-23,"July","Nettelbladt, Mats G.; Isachsen, Live; Andersen, Heidi Moen","Norway, Beiarn, Beiarn, Saurvatnet, sorenden.",67.1018,14.3406,9,0.024,23.4,"BXA:BBR",7388888,156658,1,34.1,"NA","NA","NA",1,"Requested taxonID not active"
"batch01","TROM_V_134592","PNOR1584-18","Poa laxa subsp. flexuosa","Poaceae",741068,741068,,2010-07-24,"July","Breivik, ase Boilestad; Utz, Carola; Dalen, Lars","Norway, Rygg nord for Sautinden.",67.0258,14.3453,8,0.0119,29,"CDM:AQI",13461984,"NA","NA","NA",10102,1,34.7,0,
"batch01","TROM_V_134558","PNOR609-16","Schoenus ferrugineus","Cyperaceae",1534592,1534592,,2010-07-24,"July","Brun, Knut; Knutsson, May-June; Dalen, Randi","Norway, Beiarn, Nordland, Sandmoen o: Bjorkhola.",67.1237,14.4133,8,0.0228,5,"BXA:CAN",13788876,148908,1,216.2,"NA","NA","NA",0,
"batch01","TROM_V_134557","PNOR1506-18","Juncus alpinoarticulatus","Juncaceae",253143,253143,,2010-07-24,"July","Brun, Knut; Knutsson, May-June; Dalen, Randi","Norway, Sandmoen o: Bjorkhola.",67.1244,14.4102,8,0.0244,31.2,"CDM:ARI",6970056,"NA","NA","NA",8541,1,519.4,0,
"batch01","TROM_V_991090","PNOR1705-18","Spiraea latifolia","Rosaceae",409514,409514,,2010-07-24,"July","Olsen, Aud Borgso; Vik, Helga; Nyaas, Birgit; Nyaas, Inger Anne","Norway, Gildeskal, Nordland, Ertenvag.",67.1279,14.3423,8,0.0211,8.56,"BXA:BRR",6858044,155907,1,104.9,"NA","NA","NA",0,
"batch01","TROM_V_202735","PNOR455-16","Hieracium bifidum","Asteraceae",212670,212670,,2010-07-24,"July","Andersen, Heidi Moen; Isachsen, Live; Nettelbladt, Mats G.","Norway, Beiarn, Nordland, Saurvatnet, sorenden.",67.1018,14.3406,7,0.0133,56.4,"BXA:AHI",10414680,152645,1,69.4,6661,1,462.2,0,
"batch01","TROM_V_351140","PNOR878-17","Sabulina rubella","Caryophyllaceae",645205,645205,,2010-07-25,"July","Alsos, Inger Greve; Brysting, Anne Krag","Norway, Ny-Friesland, Svalbard, Wijdefjorden SE: Ringhorndalen N side, S facing steep slope of hill 202, W part.",79.3211,16.0442,8,0.031,89.2,"CDM:AMP",11750934,153127,1,322.9,6025,1,384.3,0,
"batch01","TROM_V_351125","PNOR1424-18","Deschampsia cespitosa var. alpina","Poaceae",227224,227224,,2010-07-25,"July","Alsos, Inger Greve; Brysting, Anne Krag","Svalbard, Wijdefjorden SE: Ringhorndalen N side, sand dunes in lower part. Dominant.",79.3157,16.0077,8,0.046,31.9,"CDM:ATI",9709778,135333,1,103.6,6233,1,294.3,0,
"batch01","TROM_V_351047","PNOR171-16","Calamagrostis purpurascens","Poaceae",545883,545883,,2010-07-25,"July","Alsos, Inger Greve; Brysting, Anne Krag","Norway, Ny-Friesland, Svalbard, Wijdefjorden SE: Ringhorndalen N side, Dellingstupa.",79.3353,16.1281,7,0.0199,124,"BXA:ASM",9649176,67015,18,11.7,6620,1,130.8,0,
"batch01","TROM_V_351118","PNOR877-17","Draba arctica","Brassicaceae",381143,381143,,2010-07-25,"July","Alsos, Inger Greve; Brysting, Anne Krag","Norway, Ny-Friesland, Svalbard, Wijdefjorden SE: Ringhorndalen N side, S facing steep slope of hill 202, W part.",79.3211,16.0442,7,0.0213,22.4,"BXA:CDG",12841660,153705,1,481,8458,1,568.3,0,
"batch01","TROM_V_966001","PNOR014-16","Ribes uva-crispa","Grossulariaceae",135518,135518,,2010-07-27,"July","Alm, Torbjorn","Norway, Harstad, Troms, Bjarkoya: Nergardshamn, ved veienden i ost, pa den gamle avfallsplassen.",68.9976,16.5737,8,0.0239,66,"BXA:BCF",12934164,157659,1,544.8,"NA","NA","NA",0,
"batch01","TROM_V_966002","PNOR528-16","Aruncus dioicus","Rosaceae",32220,32220,,2010-07-27,"July","Alm, Torbjorn","Norway, Harstad, Troms, Bjarkoya: Nergardshamn, i et boligfelt.",68.9975,16.5625,8,0.0228,8.12,"BXA:BTG",14226708,157938,1,845.4,"NA","NA","NA",0,
"batch01","TROM_V_965999","PNOR541-16","Fumaria officinalis","Papaveraceae",200993,200993,,2010-07-27,"July","Alm, Torbjorn","Norway, Harstad, Troms, Bjarkoya: Nergardhamn, ved veienden i ost, pa den gamle avfallsplassen.",68.9977,16.5742,8,0.0106,5.58,"BXA:CAA",6930300,189308,1,631.9,"NA","NA","NA",0,
"batch01","TROM_V_966112","PNOR015-16","Prunus avium","Rosaceae",42229,42229,,2010-07-27,"July","Alm, Torbjorn","Norway, Grytoya: mellom Vadskinn og Varmedal.",68.8871,16.4505,8,0.0355,12.3,"CDM:BCH",7371246,157809,1,252.3,6110,1,1142.5,0,
"batch01","TROM_V_966014","PNOR046-16","Galeopsis speciosa","Lamiaceae",457140,457140,,2010-07-27,"July","Alm, Torbjorn","Norway, Harstad, Troms, Grytoya: nedre For.",68.8802,16.5215,7,0.02,24.6,"BXA:AKH",8991652,151702,1,319,"NA","NA","NA",0,
"batch01","TROM_V_965888","PNOR597-16","Larix decidua","Pinaceae",71402,71402,,2010-07-27,"June","Alm, Torbjorn: Gamst, Unni Bjerke","Norway, Troms, Harstad, Hinnoya: Kanebogen, ved gang- og sykkelveien langs vestsiden av hovedveien.",68.774,16.5597,7,0.0235,7.02,"BXA:BNH",6179920,"NA","NA","NA","NA","NA","NA",0,
"batch01","TROM_V_966072","NNOR1911-16","Achillea millefolium","Asteraceae",13329,13329,,2010-07-27,"July","Alm, Torbjorn","Norway, Harstad, Troms, Bjarkoya: ostnes, ved fergeleiet.",68.9812,16.5642,6,0.033,70.7,"BMB:LM",8448754,117487,28,13.2,6639,1,256.1,0,
"batch01","TROM_V_966073","NNOR1893-15","Phleum pratense","Poaceae",15957,15957,,2010-07-27,"July","Alm, Torbjorn","Norway, Harstad, Troms, Bjarkoya: ostnes, ved fergeleiet.",68.9812,16.5642,6,0.0196,138.2,"BMB:CK",7883418,134990,1,30.8,6344,1,251.7,0,
"batch01","TROM_V_966063","PNOR848-16","Phalaris arundinacea var. picta","Poaceae",1891514,96050,"Used the TaxonID from Phalaris arundinacea",2010-07-27,"July","Alm, Torbjorn","Norway, Harstad, Troms, Grytoya: Linberget, i boligfeltet.",68.8832,16.468,7,0.0202,88.8,"BXA:ANS",17771908,135901,1,72.1,6824,1,357.8,1,"Requested taxonID not active"
"batch01","TROM_V_965990","PNOR045-16","Geum quellyon","Rosaceae",1799579,1799579,,2010-07-28,"July","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Harstadasen, pa topp-plataet, naer Harstad radio.",68.7986,16.5158,7,0.043,37.2,"BXA:AKC",9553152,131349,14,32.8,6785,1,865,0,
"batch01","TROM_V_966049","PNOR542-16","Euphrasia wettsteinii","Orobanchaceae",475024,475024,,2010-07-28,"July","Alm, Torbjorn","Norway, Harstad, Troms, Meloyvaer: Gardsoya, Innerhamna.",69.07,16.5052,7,0.0232,19.9,"BXA:AKR",9002610,144989,1,357.1,7974,1,2745.7,0,
"batch01","TROM_V_966109","PNOR529-16","Atriplex littoralis","Chenopodiaceae",543010,543010,,2010-07-28,"July","Alm, Torbjorn","Norway, Harstad, Troms, Meloyvaer: Krottoya, i Krottoy-bygda, ved veienden i ost.",69.0612,16.5384,7,0.0198,13.2,"BXA:BIG",8761654,152163,1,509,9487,1,283.2,0,
"batch01","TROM_V_966025","NNOR1892-15","Galium aparine","Rubiaceae",29788,29788,,2010-07-28,"July","Alm, Torbjorn","Norway, Harstad, Troms, Meloyvaer: Gardsoya, i Meloyvaeret.",69.0714,16.5041,6,0.0201,23.6,"BMB:DQ",8570794,152742,1,680.7,7925,1,467.2,0,
"batch01","TROM_V_966100","NNOR2000-16","Ligusticum scothicum","Apiaceae",49554,49554,,2010-07-28,"July","Alm, Torbjorn","Norway, Harstad, Troms, Meloyvaer: Krottoya, pa raet til brua til Russoya.",69.066,16.5237,6,0.03,32,"BMB:FF",9442604,129499,4,167.3,6698,1,333.9,0,
"batch01","TROM_V_966048","NNOR1910-16","Festuca vivipara","Poaceae",745661,745661,,2010-07-28,"July","Alm, Torbjorn","Norway, Harstad, Troms, Meloyvaer: Gardsoya, Innerhamna.",69.07,16.5041,6,0.0267,68,"BMB:KM",17423966,"NA","NA","NA",7813,1,615,0,
"batch01","TROM_V_966042","NNOR1909-16","Solidago virgaurea","Asteraceae",462879,462879,,2010-07-28,"July","Alm, Torbjorn","Norway, Harstad, Troms, Meloyvaer: Gardsoya, Innerhamna.",69.0708,16.5059,6,0.0207,20.9,"BMB:PF",5882332,119316,23,20.2,8702,1,369.7,0,
"batch01","TROM_V_966117","NNOR2183-16","Ulmus glabra","Ulmaceae",172265,172265,,2010-07-29,"July","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Harstad, sentrum, ved det gamle sykehuset.",68.7993,16.5382,7,0.0234,4.9,"BXA:BNL",12923860,159501,1,291.3,0,0,286,0,
"batch01","TROM_V_134279","PNOR256-16","Rorippa sylvestris","Brassicaceae",65952,65952,,2010-07-30,"July","Larsen, Elisabeth","Norway, Akershus, Asker, Trollhaugen.",59.8398,10.4462,8,0.0248,21.6,"BXA:BCH",11681622,154761,1,555.2,"NA","NA","NA",0,
"batch01","TROM_V_202327","PNOR1627-18","Rumex obtusifolius","Polygonaceae",3619,3619,,2010-07-31,"July","Osterkloft, Bernt-Gunnar","Norway, Moskenes, Nordland, a i Lofoten, parkeringen langs E10 fra a og ostover.",67.8803,12.9815,8,0.0231,17.8,"CDM:AMC",10591476,159040,1,131.8,7723,1,45,0,
"batch01","TROM_V_966095","PNOR1673-18","Senecio viscosus","Asteraceae",85882,85882,,2010-08-01,"August","Gamst, Solveig Bjerke","Norway, Tromso, Troms, Tromsoya: sentrum, naer Tinghuset, mellom bru-Kjeldsen og almehagen.",69.6553,18.9675,8,0.0265,8.84,"BXA:BRD",7533210,151099,1,107.1,"NA","NA","NA",0,
"batch01","TROM_V_967699","PNOR508-16","Sanguisorba officinalis","Rosaceae",137457,137457,,2010-08-05,"August","Amundsen, Cathrine","Norway, Tysfjord, Nordland, Korsnes.",68.2584,16.0313,7,0.024,27.3,"BXA:ATB",7735268,155684,1,166.9,6722,1,905.9,0,
"batch01","TROM_V_135363","PNOR875-17","Poa pratensis subsp. colpodea","Poaceae",1301409,1301409,,2010-08-07,"August","Alsos, Inger Greve","Norway, Nordenskiold Land, Svalbard, The University Centre in Svalbard (UNIS).",78.2227,15.6558,7,0.0323,102,"BXA:CMK",6052074,135423,1,92.9,6487,1,49.5,0,
"batch01","TROM_V_351288","NNOR1959-16","Salix myrsinifolia subsp. borealis","Salicaceae",470277,470277,,2010-08-11,"August","Mathiassen, Geir; Granmo, Alfred","Norway, Alta, Finnmark, Isberglia naturreservat.",69.9171,23.4685,6,0.017,10.1,"BMB:LK",8786428,129311,10,287.2,8408,1,644.1,0,
"batch01","TROM_V_351289","NNOR1960-16","Salix caprea subsp. caprea","Salicaceae",717483,717483,,2010-08-13,"August","Mathiassen, Geir; Granmo, Alfred","Norway, Alta, Finnmark, Transfarelvdalen.",69.9799,23.5438,6,0.0346,11.6,"BMB:LG",8682172,126603,7,61.7,"NA","NA","NA",0,
"batch01","TROM_V_351293","PNOR218-16","Salix glauca subsp. stipulifera","Salicaceae",717485,717485,,2010-08-17,"August","Mathiassen, Geir; Granmo, Alfred","Norway, Karasjok, Finnmark, Anarjohkas dalfore. Guorrasjavri, nedenfor veien.",68.9705,25.7034,7,0.0229,4.3,"BXA:AVC",8304422,155562,1,38.1,6449,1,366.5,0,
"batch01","TROM_V_966134","PNOR1534-18","Neottia ovata","Orchidaceae",29712,29712,,2010-08-22,"August","Alm, Torbjorn; Arnesen, Geir; Gamst, Unni Bjerke","Norway, Tamokdalen: under Hahttagaisi.",69.063,19.4574,8,0.0218,36.8,"CDM:AQX",14845800,157563,1,241.5,9334,1,210.5,0,
"batch01","TROM_V_966219","PNOR016-16","Solanum tuberosum","Solanaceae",4113,4113,,2010-08-25,"August","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Stangnes, pa nordsiden av akervika.",68.7878,16.5934,7,0.0221,19.8,"BXA:BEB",8719630,155296,1,165.7,8826,1,267.8,0,
"batch01","TROM_V_966167","PNOR030-16","Sambucus racemosa subsp. pubens","Adoxaceae",57013,57013,,2010-08-25,"August","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Kanebogen, mellom Damveien og Kanebogelva litt ovenfor trafostasjonen.",68.771,16.5441,7,0.0242,94,"BXA:BFV",8651148,158303,1,140.5,8443,1,202.9,0,
"batch01","TROM_V_966190","PNOR033-16","Campanula rapunculoides","Campanulaceae",209536,209536,,2010-08-25,"August","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Kanebogen, ved midtre del av Nesseveien.",68.774,16.5689,7,0.0267,21.4,"BXA:BHQ",9434268,"NA","NA","NA",6112,1,402.9,0,
"batch01","TROM_V_966209","PNOR1674-18","Senecio vulgaris","Asteraceae",76276,76276,,2010-08-25,"August","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Kanebogen, ved veien opp til Kanebogasen borettslag fra sorost.",68.7771,16.5604,7,0.024,8.5,"BXA:BRF",9154756,150761,1,241.6,8650,1,1985.3,0,
"batch01","TROM_V_966244","NNOR1895-15","Picea abies","Pinaceae",3329,3329,,2010-08-25,"August","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Kanebogen, Kattebakken, i nord.",68.7738,16.5513,6,0.0206,76.7,"BMB:AF",9274584,124815,29,22.8,8298,1,26.7,0,
"batch01","TROM_V_966161","NNOR1912-16","Heuchera sanguinea","Saxifragaceae",43368,43368,,2010-08-25,"August","Alm, Torbjorn","Norway, Harstad, Troms, Hinnoya: Stangnes: naer ostenden av Gamle Stangnesvei, pa nordsiden.",68.7845,16.5779,6,0.0262,26,"BMB:MA",5481900,155434,1,209.2,6488,1,276,0,
"batch01","TROM_V_966228","PNOR737-16","Juncus articulatus","Juncaceae",223654,223654,,2010-08-26,"August","Alm, Torbjorn","Norway, Harstad, Troms, Bjarkoya: pa nordsiden av Rehaugvannet.",68.9944,16.5478,8,0.0256,7.1,"BXA:CBD",9698866,40506,43,14.3,"NA","NA","NA",0,
"batch01","TROM_V_966157","PNOR550-16","Lilium bulbiferum","Liliaceae",84044,84044,,2010-08-26,"August","Alm, Torbjorn","Norway, Troms, Harstad, Bjarkoya: Nergardshamn, ved veienden i ost, pa den gamle avfallsplassen.",69.01,16.5034,7,0.0225,33,"BXA:APD",12157274,152686,1,80.1,6210,1,16.8,0,
"batch01","TROM_V_966239","NNOR1894-15","Calluna vulgaris","Ericaceae",13385,13385,,2010-08-26,"August","Alm, Torbjorn","Norway, Harstad, Troms, Bjarkoya: naer veienden ost for Nergardshamn.",68.998,16.5738,6,0.023,31.4,"BMB:BV",9927076,"NA","NA","NA",7258,1,448.6,0,
"batch01","TROM_V_202105","PNOR775-16","Cystopteris fragilis var. dickieana","Cystopteridaceae",1851347,32112,"Used the TaxonID from Cystopteris fragilis",2010-08-26,"August","Granmo, Alfred; Hansen, John Richard","Norway, Balsfjord, Troms, Fjellfroskvatn, Tverrelva.",69.1102,19.379,7,0.0223,65.6,"BXA:ARB",8078544,182015,40,29,7617,1,206.3,1,"Requested taxonID not active"
